,Game Index,Delta,Target Lives,CNN Lives,CNN Errors,GA Lives,GA Errors,Target State,CNN Start,GA Start
431,50431,2,153,376,67,380,47,1000000010110101100001000000000000000001100000111000000000000000000001101000000000000000000000110000000000000000000000000001110000000110000000100011001000000000100000110001000100110100001000101010110100111100000000110100000010100011100010001100000100001100000001000010000010010011101000100000000001000000010010001000000000011000000010000000000000000000000000100000000000000011100000010010000111000000000000010010000000000001010000011111000001010001000000001110100000010001000100000000111000000000010101111010001100000000001000001100110100000000001110111101010111000000000101101000001101001110000010000000001110001101100000100,1111110100010101011110000001111110100001001100111011111111111111001100100111111111111111111110110110001111111111111111010100110111110100111100010101000111111000101110110001010011000110100110101010010100101100100111010011110011100010100101100110111010001100100101011000111000110101101110000111111101000110000001101101110111011111111011011001111111110010111110101110111011111101010111010100111000111110001011010010111001001110110111100110111101010101000111101000101111000110010100111011100111111111010101100010101011111110101001001110100101111111100110111001010101110011110100100010101001000100111010100111110010101101011110101,1111110110010101011110000001111100100001001110111011111111111111001100100111111111111111111110010110011111111111111111010110110111110100111100010101000111111000101110110001010011000110100110101010010100101100100111010011110011100010100101100110111010001100100101011000111010110101101110000111111101000110000001101101110111011111111011011001111111110010111110101111111011111101011111010100111000111110001011010010111001001110110111100110111101010101000111101000101111000110010100111011100111111111010100100010101011111110101001001110100101111111100110111001010101110011110100100010101001000100111010100111110010101101011110101
432,50432,3,68,499,34,508,23,0000000000000000000000000000000000001110000000000000000000001000100000000000000000000110001000000000000000000100000100000000100000000011101110000000010000000001110000010000000000000000000000011100000000000000000000011011000000000000000000011101110000000000001100000110110000000000001100000001110000000000000000100000010000000000000000010000000000000000001100000000000000000000000011011000000000000000000000000000000000000000000000000000000001100000000000000000000011110000000000000000000010100100000000000000000001100110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111101001011111111111111111111011000111111111111111111110011101111111110111111110110001011111111111111110100011001111110001111111001110001111111000111111110001111110100111111111111111111001101110111111111111111100001100111111111100111101100011011111111100101110011100100111111110101011100001100111111111010101111110111111111100110101011110011111111101001010111110110111111101010010011111110011111110101110011101111111111111111011111111100011111111111111111111011110111111111111111111010000101111111111111111100111100111111111111111111001100111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111101001111111111111111111111011000111111111111111111110011101111111110111111110110001011111111111111110100011001111110001111111001111001111111000111111110001111100100111011111111111111001101110111111111111111100001100111111111100111101100011011111111100101111011100100111111110101111100001100111111111110101111110111111111100110101111110011111111101001011111110111111111101010110011111111011111110101110011101111111111111111111111111100011111111111111111111011110111111111111111111010000101111111111111111100111100111111111111111111001100111111111111111111111111111111111111111111111111111111111111111111111111111111111
433,50433,3,135,409,85,415,64,1000000000000100000100001000000000000101000000000000000110000000100000000000000000011111100000000000001100101011010000000000000110010010000101100000000010001100111011011100000000000110010100000110000000000101001010101100000001001010100101000100000000100101100111000000000000011011001011010000000000100010011000001000000001100010010001111100000001100000100110010000000000000100110001001001000000001100011000000010000000000111001100000000000010000000000100000000000010100000000000000000000001001000100000000000000011001000010000000000000000111000001000111000000000000000000000000100000000000000000000010110000000000000000100010,1011011111111001110001001011100011111001011110111011110100110101011101111111101101001001011111111111101011001011011111111111110010101010001001001101111100110100111011010011111111111001100100010101011101110101001110100101101101001100101100101001111110001001100001011111111101101011001111010111111100011010011000001011111110101100010011111011111100101111110110000001111101010011001100101101001110110010011011111001010111111010101001111100011100011110111001111111111100110111011111111111111101100110011111111111110101001011000110011111111010011001111011100111111101110011110111001011111111111111111011010101111111111111110011010,1011111111111001110001001011101011111001011110111011110100110101011101111111101001001001011111111111101011001001011111111111110010101010001001001101111100110100111011010011111111111001100000010101011101110101001110100101101101001100111100111001111110001001100001011111111101101011001111010111111100111010011000001011111110101100010011111011111100001111110110000001111101010011011100101111011110110010011011111101010111111010101001111100011100011110111001111111111100110111011111111111111101100110011111111111110101001011000110011111111010011001111011100111111111110011110111001011111111111111111011010101111111111111110011010
434,50434,1,143,374,12,375,10,1000000000010000000000000101001000110010000000000000101000000111000000000000000010000000000000000000000000100001000000001000001100000000011000001010000110000000010000000000000101000000010100000010000010000001100110000000000010000001001010100000010101100000011000010000001011011000001010011100000011001000000011001110000001111000000000100011110000000000001011000000011100000000001001000000010010000000100000000000111110000011111110001100111110000001000000100101000000000000110110001010001000000000001010000100011000000000000100001000110000001000000110001000000000000011000001010000000000000000100000010011010000010011010000001,1101010110010000110111110101001110110010111111111000101001100111011111111111101010111100011111001111101110101111001111001001110011100110011011111011110000111110110011110101011101111100110011111111110010101001100010111100011000111101001010001111010101100111011011010111101001010011100011010111111001000011111100000000111110011011011000111010010111001011101001111111010001111110101001010111010010111110100011100110100110111010011110110001100010011100000000100101000110011110111011101011001111111111101010110110011001001111110001001010110011101001110101111011100111111011011001010001101110010100101111000011011111011110010111101,1101010110010000110111110101001110110010111111111000101001100111011111111111101010111100011111001111101110101111001111001001110011100110011011111011110000111110110011110101011101111100110011111111110010111001100010111100011000111101001010101111010101100111011011010111101001010011100011110111111001000011111100000000111110011011011000101010010111001011101001111111010001111110101001010111010010111110100011100110100110111010011110110001100010011100000000100101000110011110111011101011001111111111101010110110011001001111110001001010110011101001110101111011100111111011011001010001001110010100101111000011011111011110010111101
435,50435,4,6,609,0,6,0,0000000000000000110000000000000000000000100100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111111111001111111111111111111111100111111111111111111111110011111111111111111111110011111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111110011100111111111111111111111111111111111111111111111100111111,0000000000000000110000000000000000000000100100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
436,50436,5,157,86,144,82,117,0000110011001000000000000000001100011100000000000010000010001001000000010101110000000000000000010110000000111111110000010010000000100101010000000110000000100000011000000011000000000100000000000000000000100000000000000000011000000010011000000001101110001000010011100000101010000011110001000100001110000010001000100001000111000000011000001000100000000000001000000011100000000000000010000100000000001000000000100111000000001110000011110000000000001101000001111001110000000101110001001100011000000111110100111110000000000110000010010100000001000000000010000010000000110010000100000011011100001001000000000000010110011000110000000,0000001100000000000000000000000100001100000000001001000000000100000000000001100000000000000000001000000000010000000000001100000000011000010000000100000000011000011000000000000000000000000000000000000100100000000000000100000010110000001000000110001000000000001100000000001100000000100001000000000100001000110000100011000000000000010000010011000100000000000000000000000000000100000001000000000000000000000000110001000000000100100000000001100000000110000000100000100000000010000000110000000000001000000100010000000000001100000110000000100000000000000000000000000000110000000100000010000000010000100010000011000100000000110000000,0000001100010000000000000000000100001000000000000001000000000100000000000001100000000000000000001000000000010000000000001100000000011000010000000100000000011000011000000000000000000000000000000000000100100000000000000100000010110000001000000001001000000000001100000000001100000000100000000000000100001000110000100011000000000000010000010011000100000000000000000000000000000100000000000000000000000000000000110001000000000100100000000001100000000110000000100000100000000010000000110000000000001001000100010000000000001100000110000000100000000000000000000000000000110000000100000010000000010000100010000010000100000000110000000
437,50437,4,111,416,101,422,79,0000000001010000000000010000000000010010010000010100000000000111010000000000000000000000001100000101000000000000110000000100000000000000001000100000000110000110000001110000000000010011000000000000000000001000000000000000000000000010000000100000101011011011000000010000010111000000110000001000001000110000000000000000000000001000011000000000100000100100001101000000111011000110001010010000110100000010010001001000100111111100001000101000001100000100000001011000000010000001001000011000000000000000101000000000000000000000000000000000000000000000000000000000000010000000000000000000000010100010000000000000000000001010110000000,1111111110011010010011100110111111111010011011110011111111111000011111101001111111111001001111111001100111111111100100111001110011110011100110011000111001011001110011001100111011001100111111001111111111100100111111011110011001110011111110010111001100101001111111001111100110000011000111100110110010111111100111100110001111100111100011111111110111110011010110011111001100111001110001100111001010010001100111000111100111001111001010010001110011101010011011001111110011001111001101100111111111001111100111100111111111100111100111111111111111001111111100111111111100111111000111111111111110011100110011111111111101001110011011111,1111111110011011010011100110111111111010011011110011111111111000011111101001111111111011001111111001100111111111100100111001110001110011100110011001111001111001110011001100111001101100111111001111111111100100111111011110011001110011111110000111001100101001111111001111100110010011000111100111110010111111100111100110001111100111100011111111010111110011010110011111001100111001110001100111001010010001100111000111100111001111001010011001110011101010011011001111110011001111001101100111111111001111100111100111111111100111101111111111111111001111111100111111111100111111010111111111111110011100110011111111111101001110011011111
438,50438,5,4,489,3,4,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000011111111111111110000000000111111111111110000000000011111111111110000000000000111111111111000000010000011111111111100000011000000111111111110000000000000011111111111000000000000001111111111110000000000001111111111111100000000000111111111111111000000001111111111111111110000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111100000111111111111111111000,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
439,50439,5,72,48,66,42,41,0000000100000000000000000000000011000000000000000000000001100000000000000000000110011101001000000000000100010110000010000000000001001010110000000000000000011000000100010000000000000000110000100000000000000000010010011000000000000000000111110000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000110000000001111000010000011000000000100000000100000000000000011010001010000000000000000011100010000000000000000001110000000000110000000000000000000000000001100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000011000000000000000000000000000000000000000000000010000110001100000000000011000111000000000000000001000000000000000000000000000000000000010000000000000000001000011000000000000000001100010000000000000000000100010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000010000000000110000000000011000000000100000001100000000000000000000001100000000000000010000100000000000100000001000110000000000110000000100000000000000000000100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000010000000000000000000000011000000000000000000000000000000000000000000000010010010001100000000000011000110000000000000000001000000000000000000000000000000000000000000000000000000101000110000000000000000001100010000000000000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000010000000000110000000000011000000000000000001100000000000000000000001100000000000000000000100000000000100000000000110000000000110000000000000000000000000000100000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000
440,50440,4,18,582,4,592,4,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000001010000001110000000000000101000000101100000000000001000000111100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111001111111101111111111001111101111111111111111111111110111001111111111111110011111111001111111101111001111101001111111111111100111100100111111111111100111100110011011111111110011110010011101111111111111111011001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111001111111111111110011111111001111111111111001111101001111111111111100111100100111111111111100111100110011011111111110011110010011111111111111111111111001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
441,50441,4,135,408,124,413,91,0100011100000001101010000110000000000010001010001100000111000001000101110010100000110010000000001000011010110000100000000000000000111110000000000000000000000100100000000000000000000000011111000000011000000000010110000000000000000000000000000000001010000011000000000000001101100001100010000000000010100000110010100000000000100000000001001000000000000000000001001000000000000000011100111000000000000000101001000011000000010100000001001101011000001010010101000000000100000001010100000000110110110001000100000000001100100000010000000000000000011000011001000000000000001001100000100111000000000010001100010000001100000000111000000,0111110011111111100111110011111001111001100110011001011111111100110011001101001100101110011001100110100110011110011111110011110011001001111111111111111011001100111000111111001111111110010100111110000111111111000010011110011101111001111100011111001001111100111111111110111100111110011100111111011110011010011110011001111110011101111101001100111111001110110011001100111111111101010011001101111111100111011001100011001111110011001100110011001111111001100100110011100111001001110011111111010011001111111011111111110011100111001001110011110111110011100111011001111011110011110010001100110011111110001111001100110011111110110001101,0111110011111111100111100011111001111001100110011001011111111100110011001101001100101110011001100110100110011100011111110011110011001001111111111111111111101100110010111111101111111110010000111110000111111111000010011110011111111001111100011111001001111100111111111110111100111110011100111111011110011010011110011011111110011101111101001100111111001110110011001100111111111101010011001101111111100111011001100111001111110011001100110011001111110001100100110011100111001001110111111111010011001111111011111111110011100111001001110011110111110011100111011001111011110011110010001110110011111110001111001100110011111110110011101
442,50442,5,101,80,106,80,69,1010000110100001101001100000000000110000001100001000000000000000000010000100000000000000101001000100000000000000000011110000000000011100000001001010000000000000000000000010100000000000000000000010000000000000000111000001000000000000000000010000110000000000000001000100011011000000000000010001000010000000000000000100100000000000000000000110110000000001011000000000100000000000100010001000100000000000001000000100000000000000000001001100000000000111000000010010000000001110110000000011000000000100010000000000000000000001011000000000000000000000010000000000000000000000000000011000011100101000100000001100001000000001101000000,0000000100000000110000100000100000011000000000110000110000001000000000010000000000000000100010000000000000001000110011000000000000001100000000000110010000010000000000000010000000000000000000000000000000000000000010000000000000000000000011000000001100100000000000000000001100000000000000000010000000000000010000000011000000000000000000000011000000000000110000010000000000000000110000011000000000000010000000000000110001100001000000100000011000100000000000100010000000000001000000000011000000000001100000000000000000000001100000000000000000000000000000000001000000110000000000001000000100011000000000001100000110000000011000000,0000000100000000110000100000000000011000000000110000010000000000000000010000000000000000100010000000000001001001110011000000000000001100100000000100010000000000000000000010000000000000000000000000000000000000000010000000000000000000000011010000001100100000000000000000001100000000000000000010000000000000000000000011000000000000000000000011000000000000110000010000000000000000110001011000000000000000000000001000110001100001000000100000011000000010000000100010000100000001000000000011000000000001100000000000000000000001000000000000000000100000000000000000000000110000000000001000000100011000000000001100000110000010011000000
443,50443,5,12,320,3,12,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000001001000000000000000000000100100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1111100011111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111100000001111111111111111100000000011111111111111100000000000111111111111100000000000011111111111110000000000000111111111110000000010000011111111100000000011000000111110000000000000000000011110000000000000000000011111000000000000000000001111000000000000000000001111100000000000000000001111110000000100000000011111110000000110000000111111111000000110000000011111111100000000000000001111111110000000000100000111111111100000000000000111111111110000000000000011111111111110000000000011111111111111110000000011111111111111,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000001001000000000000000000000100100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
444,50444,2,108,409,37,411,27,0000100011000000110000000000001000010000000000000000001001111100000010000000000100110011010001001000000001000000000100100010000000111000100010001001000000000000000001100111000000000000000010100001100000000001010000100000110000000000110000000000000000000000001000000000000000010000000000000000000001110000000000110000000000000000000000100100000110000010000000010010000000001010000000000110000000010010000000000000000011010000000000000000001011000000000000000000000001000000000000000000000011100000000000010001000000011001100000011101000000001011110000010000101100000000011100001000000000000000010000000110001000000000101000000,1100100001011110010111111101101010010111010101111111101001110011011101001111111001000011010101001011111101001110010011001001111111001111010010101001011111110011110011011011011111111101011010101101011111111101000110100110010111111110011011001111101011011111100111111111111001101111111110011111111101011011111110110111100011000010111110100101111010101001011111010010111010001011111111110110110010011000111111111100111010010111111111111111101010011011111111111110110000111111011111111001111101011101111111000101011101010010001111011101010111101010111111010000101010111010010001100010101001111110011101011010101010111111100111001,1100100001011110010111111111101010010111010101111111101001110011011101001111111001000010010101001011111111001110010011001001111111001110010010101001011111110011110011011011011111111101011010101101011111111101000110100110010111111110011011001111101011011111100111111111111001101111111110011111111101011011111110110111100011100010111110100101111010101001011111010010111010001011111111110110110010011000111111111100111010010111111111111111101010011111111111111110110000111111011111111001111101011101111111000101011111010010001111011101010111101010111111010000101010111010010001100010001001111110011101011010101010111111100111001
445,50445,5,16,160,2,16,2,0000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000010000000110000000000000010100000011000000000000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000,0000001100000011111111111000000000000001111111111110000000000000111111111111100000000000111111111111111000000000011111111111111110000000000111101111111111000000000010000000111111100000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000110000000000000000000000000000000000000000010000000000000001100000011000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111100000000000000000001111111000000000000000001111111110000000000000001111111111000000000000001111111111110000000100000111111111111,0000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000010000000110000000000000010100000011000000000000001010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000
446,50446,5,23,350,25,347,16,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010100000000000000000000000111000000000000000000000000000000000000000000000111001100000000000000000100010000000000000000000010111000000000000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0000000000111111111110000000000001111111111111110000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111110000001111111111111111110000000001111111111111110000000000011111111111110000000000000111111111111000000000000001111111111000000011000000111111111000000001100000001111111100000000000000000111111100000000000001000001111110000000000001100000111110000010001100000000001111000001001100000000000111100000100000000000000111110000000000001100000011111100000000000000000011111111000000000000000011111111100000,0000000000111111111110000000000001111111111111110000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110001111111111111111111110000001111111111111111110000000001111111111111110000000000011111111111110000000000000111111111110000000000000001111111111000000011000000111111111000000001100000001111111100000000000000000111111100000000000001000001111110000000010001000000111110000010001100000000001111000001001100000000000111100000100000000000000111110000000000001100000011111100000000000000000011111110000000000000000011111111100000
447,50447,2,145,392,56,394,44,0010101011110000001110100111110101000000110010000100100011001000010110100011100001100000000010010000001100100000001001001000000101001000000010111101000001101001100001100110000001110100001110001011001000000001100000000000000110000000101000000110000000000000001110011010000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000100110000000000000000000100001000000000000000000001001000000000011100000000010000000100000000100000000000000100100110011000000000000100010000001110000000000001000000000000001000000000110000000011100111000000100010011011010011100001100000101110101110001001000000000,0010101001111010101010101110110101000010110010110000101001011011000110111011101110011011111010010110001001101111100101001011110101001010111100011011011101101001000101100101101110000101010101001100101001111101011100010001011010100111000111100101001101111111111001001001011111011111111010100111011111111111111110011111111111111111111111110110011111111111111111110100100111111111111111111001001011111111100111111101001101111111100110111111010011110001111001001111111111110101010010011010001111111001010000110010111111111101000111111010110001111110011111111100111010111110101011100101001110111100101000101100101100000101000001000,0010101001111010001010101110110101000010110010110000101001011011000110111011101110011011111010010110001001101111100101001011110101001010111100011011011101101001101101100101100110000101010101001100101001111101011100010001011010100111000111100101101101111111111001001001011111011111111010100111011111111111111110011111111111111111111111110110011111111111111111110100100111111111111111111001001011111111100111111101001101111111100110111111010011110001111001001111111111110101010010011010001111111001010000110010111111111101000111111010110001111110011111111100111010111110101011100101001110111100101000101100101100000101001001000
448,50448,5,148,89,140,89,106,0111000100000000011000000000000000001000011000000000000000000010000100001100000000000001000000000110000001000000000000000000000001010001000010000000000000100100100100100011000000001010000010010100000001011010011001000010000001000000000000000000101100010010000000100110100000000100100000001111110000000010000000111000110000000000100011011010101000010000010000010001000110010101000101110011100001001101100001000001100000000010110000000000001000001101000100000000011000000100101010011000011100000011000000010011000110000000010000101000100000000000001000000110000000000011100010010100000000000001110000111010000100000000111000001,0000000110000000000000000000000000000100001000000000000000000110001100000100000000000000000000000110001000000000000000000000000000010000000010000000000000011000100011000011000000001000011000000001100000100000001000000010000000110000000000000011000100010001000000011011000000000001000000000100000000000001000000000000000001000000000001000100000000100000001001100110000110000000001100100010000010000011000000000000001000000011000000000000000100000000000100000000000000000010000110001000000100000011000000001100000110000000000000000100010000000000000000000000000000000001000110001100000000000001100000001100000010000000000000000,0000000110000000000000000000000000000100001000000000000000000100001100000100000000000000000000000110001000000000000000000000000000010000000010000000000000011000000011000011000000001000011000000000000000100000000000000010000000110000000000100011000100010000000000110011000000000001000000000100000000000001000011000000000001000000000001110100000000100000001001100110000110000000001100100010000010000011000000000000001000000011000000000000000100000000000100000000000000000010000010001000000100000011000000001100000110000000000000000100010000000000000000000000000000000001000110001100100000000001100000001100100010000000000000000
449,50449,4,136,393,131,399,99,0100001000000000001011000011100000000100001000000000000010000001010000000000000010100000110000000000000000110000000000000000000001010110000001100000000000000111000000110000000000000011100000000000000000000000110001100000000001010100000000000011000011000001000011101111100000000001100001000001000001000000100001000000100000111010100001100000000000000000000001100000110000000000000000110000000000000000100010010000000010000000000001000110000000000000000001000001110000000000010001000001000000010001000010000001110011000011000000000110100111110100100001000011000010100010000010000110001110000011101010110101101110000000001011000,0100110111101111101001111100110011100100100001101111111100110110011001110010101100111111001111100011001110011111001100111111111101001001111110011111111111011100111111001111111110111110011001001111101101001110011110011100111101011001111111001100111100111001011100100110011110011001011110011101001111001100111111001111011111001110011110011110011111101110011110011111001111101110111011001111100100111111110010100111111100111110011001011100111110011111001100111110011110011001100100111101001001001100111100111001100100110110011111111000100110010010011100111100110010011001111110011001001001111100110011001100111001101100111001001,0100110111101111101001111100110011100100100001101101111100110110011001110011111100111111001111100011001100011101001100111111111101001001111110011111111111011100111111001111111110111110011001001111101101101110011110011100111101011001111111001100111100111001011100100110011111011001011110011111001111001100111111001111011111001110111110011110011111111110011110011111001111101110111011001111100100111111110010100111111100111110011001011100111110011111001100111110011110011001000100111111001001001100111100111101100100111110011111111000100110110010011100011100011010011001111110011001001001111100110011001100111001101110111001000
450,50450,3,4,616,0,4,0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000,1111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110011111111111111111111110100111111111111111111111101011111111111111111111111011111111111111111,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000011000000000000000000000000000000000000000000
451,50451,2,151,364,63,365,54,0000001000011100000000011000000100010000000000011100000000001111000000001110000000110011000000000100000000010000110010101010000010111000000101110000100001000000000000010001000101001000000000000000100010111000000000000010110000100000000000000000001010000010000000000100001101010110000000001110110100001001000111000010011000000000000000101001000100000000000000110100000000000000000000001000000000000011000000000001100111000001100000000000001001100010101000000010001110110001110110000000000000001000000101000000100000100101011110000000000010001111000010100000111000000011101001010000010000010000101000110000010100100100001000010,1101011011011001100111010111110011010001111111101001111101010110111111100100101110101001010001110101110110011110010110001010111100110001101000110010100101000111111011000101000101001011111111111011010110111011111111111001010100100011111111111111101010010010110111101001101001100110110101110011010001001000010010011010010111110011011010101000110001111101011101011011110111111010111111110000110101111010111111011110111010111100111111101011001001011100100011110100110010101110110100111110111100101000000101011110100010100101011001101110001010100101010010011110111010011100101001000111010000010110101011010101100101100101101011010,1101011011011001100111010111110011010001111111101001111101010110111110100100100110101001010001110101110110011110010110001010111100110001101000110010100001000111111011000101000101001011111111111011010110111011111111111101010100100011111111111111101010010010110111101001101001110110110101110011010001001000010010011010010111110011011010101000110001111101011101011011110111111010111111110000110101111010111111011110111010111100111111101011001001011100100011110100110010101110110100111110111100101000000101011110100010100101011011101110001010100101010010011110111010011100101001010111010000010110101011010101100101100101101011010
